"Filename";"Name";"Date";"Style";"Genre";"Tags";"Artist"
"still-life-with-three-birds-nests-1885";"Still Life with Three Birds Nests";1885;"Realism";"still life";"('birds', 'Still life photography')";"Vincent Van Gogh"
"banks-of-the-seine-in-the-spring-1887";"Banks of the Seine in the spring";1887;"Neo-Impressionism";"landscape";"('rivers-and-waterfalls', 'Seine', 'forests-and-trees', 'Tree')";"Vincent Van Gogh"
"portrait-of-doctor-gachet-1890";"Portrait of Doctor Gachet";1890;"Post-Impressionism";"portrait";"('male-portraits')";"Vincent Van Gogh"
"plaster-statuette-of-a-female-torso-1886-2";"Plaster Statuette of a Female Torso";1886;"Post-Impressionism";"still life";"('monuments-and-statues')";"Vincent Van Gogh"
"the-gully-peiroulets-1889-1";"The gully Peiroulets";1889;"Post-Impressionism";"landscape";"('mountains', 'Water', 'Green algae', 'Algae', 'Geology')";"Vincent Van Gogh"
"sketch-of-two-women-1890";"Sketch of Two Women";1890;"Post-Impressionism";"sketch and study";"('handwork', 'Sketch', 'Arm', 'Figure drawing')";"Vincent Van Gogh"
"field-with-houses-under-a-sky-with-sun-disk-1888";"Field with Houses under a Sky with Sun Disk";1888;"Post-Impressionism";"sketch and study";"('cottages-and-farmhouses', 'fields-and-plains', 'manors-and-plantations', 'Tree')";"Vincent Van Gogh"
"white-house-at-night-1890";"White House at Night";1890;"Post-Impressionism";"cityscape";"('sun-and-moon', 'houses-and-buildings', 'twilight-and-night')";"Vincent Van Gogh"
"vincent-s-bedroom-in-arles-1888";"Vincent's Bedroom in Arles";1888;"Post-Impressionism";"interior";"('pictures-and-drafts', 'furniture-and-decoration', 'bedrooms', 'Room', 'Furniture', 'Chair', 'Table')";"Vincent Van Gogh"
"churchyard-in-the-rain-1883-1";"Churchyard in the Rain";1883;"Realism";;"('rain-and-fog', 'handwork', 'Sketch')";"Vincent Van Gogh"
"sheet-with-sketches-of-diggers-and-other-figures-1890";"Sheet with Sketches of Diggers and Other Figures";1890;"Post-Impressionism";"sketch and study";"('dishware-and-cutlery', 'handwork', 'Sketch', 'Figure drawing')";"Vincent Van Gogh"
"man-with-scythe-in-wheat-field-1890";"Man with Scythe in Wheat Field";1890;"Post-Impressionism";"sketch and study";"('fields-and-plains', 'handwork', 'Sketch')";"Vincent Van Gogh"
"woman-s-head-1883";"Woman's Head";1883;"Realism";"sketch and study";"('female-portraits')";"Vincent Van Gogh"
"pine-trees-seen-against-the-wall-of-the-asylum-1889";"Pine Trees Seen against the Wall of the Asylum";1889;"Post-Impressionism";"sketch and study";"('forests-and-trees', 'Sketch', 'Figure drawing', 'Tree')";"Vincent Van Gogh"
"le-moulin-de-la-galette-1886";"Le Moulin de la Galette";1886;"Post-Impressionism";"sketch and study";"('mills-and-windmills', 'Sketch', 'Windmill')";"Vincent Van Gogh"
"plaster-torso-of-a-woman-1886";"Plaster Torso of a Woman";1886;"Realism";"sketch and study";"('monuments-and-statues', 'Sketch', 'Figure drawing', 'Leg')";"Vincent Van Gogh"
"montmartre-the-quarry-and-windmills-1886";"Montmartre the Quarry and  Windmills";1886;"Post-Impressionism";"cityscape";"('cottages-and-farmhouses', 'mills-and-windmills', 'cliffs-and-rocks', 'Windmill')";"Vincent Van Gogh"
"woman-with-white-shawl-in-a-wood-1882";"Woman with White Shawl in a Wood";1882;"Realism";;"('forests-and-trees', 'walking', 'Tree')";"Vincent Van Gogh"
"a-group-of-pine-trees-near-a-house-1889";"A Group of Pine Trees near a House";1889;"Post-Impressionism";"landscape";"('forests-and-trees', 'Botany', 'Plant', 'Tree', 'Sketch', 'Organism')";"Vincent Van Gogh"
"still-life-with-coffee-pot-1888";"Still Life with Coffee Pot";1888;"Post-Impressionism";"sketch and study";"('dishware-and-cutlery', 'Text')";"Vincent Van Gogh"
"landscape-at-nuenen";"Landscape at Nuenen";1884;"Realism";"landscape";"('lakes-and-ponds', 'forests-and-trees', 'Tree', 'Natural landscape', 'Water', 'Reflection', 'Bayou', 'Bank', 'Woody plant', 'Swamp', 'Monochrome photography')";"Vincent Van Gogh"
"woman-sitting-on-a-basket-with-head-in-hands-1883";"Woman Sitting on a Basket with Head in Hands";1883;"Realism";;"('characters-and-emotions', 'Lady')";"Vincent Van Gogh"
"still-life-with-blue-enamel-coffeepot-earthenware-and-fruit-1888";"Still Life with Blue Enamel Coffeepot, Earthenware and Fruit";1888;"Post-Impressionism";"still life";"('dishware-and-cutlery', 'Still life photography', 'Jug')";"Vincent Van Gogh"
"head-of-a-peasant-woman-with-white-cap-1885";"Head of a Peasant Woman with White Cap";1885;"Realism";"portrait";"('female-portraits', 'Headgear')";"Vincent Van Gogh"
"still-life-glass-with-wild-flowers-1890";"Still Life Glass with Wild Flowers";1890;"Post-Impressionism";"flower painting";"('flowers-and-plants', 'Tree', 'Plant', 'Botany', 'Flower')";"Vincent Van Gogh"
"two-peasant-women-digging-potatoes-1885";"Two peasant women digging potatoes";1885;"Realism";;"('countryside', 'harvesting', 'handwork')";"Vincent Van Gogh"
"baby-in-a-carriage";"Baby in a Carriage";1882;"Realism";"sketch and study";"('children portraits', 'Sketch', 'Head', 'Arm')";"Vincent Van Gogh"
"landscape-in-drenthe-1883";"Landscape in Drenthe";1883;"Realism";"landscape";"('twilight-and-night', 'fields-and-plains', 'Sky', 'Atmosphere')";"Vincent Van Gogh"
"the-church-in-nuenen-in-winter-1883";"The Church in Nuenen in Winter";1883;"Realism";"sketch and study";"('Tree', 'Spire', 'Steeple')";"Vincent Van Gogh"
"head-of-a-young-man-1";"Head of a Young Man";1885;"Realism";"sketch and study";"('male-portraits', 'Sketch', 'Forehead', 'Chin', 'Eye', 'Human')";"Vincent Van Gogh"
"fountain-in-the-garden-of-saint-paul-hospital-1889";"Fountain in the Garden of Saint-Paul Hospital";1889;"Post-Impressionism";"sketch and study";"('gardens-and-parks', 'fountains-and-pools', 'Water', 'Tree', 'monochrome', 'Botany', 'Pond', 'Plant')";"Vincent Van Gogh"
"enclosed-wheat-field-with-reaper-1889";"Enclosed Wheat Field with Reaper";1889;"Post-Impressionism";"sketch and study";"('summer', 'fields-and-plains', 'mountains', 'Line')";"Vincent Van Gogh"
"peasant-burning-weeds-and-farmhouse-at-night-1883";"Peasant Burning Weeds, and Farmhouse at Night";1883;"Realism";"sketch and study";"('countryside', 'fields-and-plains', 'handwork', 'Text', 'History')";"Vincent Van Gogh"
"restaurant-de-la-sirene-at-asnieres-1887-1";"Restaurant de la Sirene at Asnieres";1887;"Neo-Impressionism";"cityscape";"('streets-and-squares', 'cafes-and-restaurants', 'Town', 'Building')";"Vincent Van Gogh"
"peasant-woman-lifting-potatoes-6-1885";"Peasant Woman Lifting Potatoes";1885;"Realism";"sketch and study";"('countryside', 'handwork', 'Elephants and Mammoths', 'Elephant', 'Tree')";"Vincent Van Gogh"
"still-life-vase-with-roses-1890";"Still Life Vase with Roses";1890;"Post-Impressionism";"flower painting";"('flowers-and-plants', 'Flower', 'Bouquet', 'Cut flowers', 'Still life photography', 'Garden roses', 'Plant', 'Floral design', 'Pink')";"Vincent Van Gogh"
"la-crau-with-peach-trees-in-bloom-1888";"La Crau with Peach Trees in Bloom";1888;"Post-Impressionism";"sketch and study";"('spring', 'houses-and-buildings', 'gardens-and-parks', 'Text', 'Sketch', 'Line')";"Vincent Van Gogh"
"people-in-the-studio-1883";"People in the Studio";1883;"Realism";"sketch and study";"('walking', 'Text', 'Handwriting')";"Vincent Van Gogh"
"peasant-woman-lifting-potatoes-4-1885";"Peasant Woman Lifting Potatoes";1885;"Realism";"sketch and study";"('countryside', 'handwork')";"Vincent Van Gogh"
"entrance-to-the-voyer-d-argenson-park-at-asnieres-1887";"Entrance to the Voyer-d'Argenson Park at Asnieres";1887;"Neo-Impressionism";"cityscape";"('gardens-and-parks', 'Tree', 'Woodland')";"Vincent Van Gogh"
"landscape-with-the-chateau-of-auvers-at-sunset-1890";"Landscape with the Chateau of Auvers at Sunset";1890;"Post-Impressionism";"landscape";"('countryside', 'manors-and-plantations', 'Tree', 'Nature', 'Natural landscape', 'Plant', 'Grass family', 'Woody plant', 'Grass')";"Vincent Van Gogh"
"portrait-of-trabuc-an-attendant-at-saint-paul-hospital-1889";"Portrait of Trabuc, an Attendant at Saint-Paul Hospital";1889;"Post-Impressionism";"portrait";"('male-portraits')";"Vincent Van Gogh"
"the-parsonage-garden-at-nuenen-in-the-snow-1885";"The Parsonage Garden at Nuenen in the Snow";1885;"Realism";"landscape";"('winter', 'twilight-and-night', 'gardens-and-parks', 'Sky')";"Vincent Van Gogh"
"head-of-a-man-with-hat-1886";"Head of a Man with Hat";1886;"Post-Impressionism";"sketch and study";"('male-portraits', 'Hat', 'Headgear')";"Vincent Van Gogh"
"reaper-1885-2";"Reaper";1885;"Realism";"sketch and study";"('handwork', 'Sketch', 'Figure drawing')";"Vincent Van Gogh"
"ward-in-the-hospital-at-arles-1889";"Ward in the Hospital at Arles";1889;"Post-Impressionism";;"('hospitals-and-pharmacies', 'fireplaces', 'halls-and-corridors')";"Vincent Van Gogh"
"way-in-the-voyer-d-argenson-park-in-asnieres-1887";"Way in the Voyer d'Argenson Park in Asnieres";1887;"Post-Impressionism";"landscape";"('Tree', 'Natural landscape', 'Plant')";"Vincent Van Gogh"
"prisoners-exercising-prisoners-round-1890";"Prisoners Exercising (Prisoners Round)";1890;"Post-Impressionism";;"('prisons-and-prisoners', 'Soldier', 'Uniform', 'Military uniform', 'Military camouflage')";"Vincent Van Gogh"
"landscape-with-olive-tree-and-mountains-in-the-background-1888";"Landscape with Olive Tree and Mountains in the Background";1888;"Post-Impressionism";"sketch and study";"('gardens-and-parks', 'Tree', 'Water', 'Botany', 'Woody plant', 'Organism', 'Plant')";"Vincent Van Gogh"
"houses-among-trees-1890";"Houses among Trees";1890;"Post-Impressionism";"sketch and study";"('countryside', 'cottages-and-farmhouses', 'folk-architecture', 'Sketch', 'Tree', 'Line', 'Organism')";"Vincent Van Gogh"
"plain-near-auvers-1890";"Plain near Auvers";1890;"Post-Impressionism";"landscape";"('countryside', 'fields-and-plains', 'Natural landscape', 'Grassland', 'Meadow', 'Grass family', 'Grass', 'Field')";"Vincent Van Gogh"
"public-garden-with-benches-1888";"Public Garden with Benches";1888;"Post-Impressionism";"sketch and study";"('gardens-and-parks', 'Tree', 'Sketch', 'Botany', 'Plant')";"Vincent Van Gogh"
"chestnut-tree-in-blossom-1887";"Chestnut Tree in Blossom";1887;"Neo-Impressionism";"landscape";"('spring', 'forests-and-trees', 'Tree', 'Plant', 'Woody plant', 'Flower')";"Vincent Van Gogh"
"woman-sewing-1885-1";"Woman Sewing";1885;"Realism";"sketch and study";"('domestic-settings', 'handwork', 'Sketch')";"Vincent Van Gogh"
"trunks-of-trees-with-ivy-1889";"Trunks of Trees with Ivy";1889;"Post-Impressionism";"landscape";"('forests-and-trees', 'Tree', 'Trunk', 'Natural environment', 'Vegetation', 'Old-growth forest', 'Forest', 'Northern hardwood forest', 'Natural landscape', 'Biome')";"Vincent Van Gogh"
"ruins-of-montmajour-1888";"Ruins of Montmajour";1888;"Post-Impressionism";"sketch and study";"('castles-and-fortresses')";"Vincent Van Gogh"
"fisherman-in-jacket-with-upturned-collar-1883";"Fisherman in Jacket with Upturned Collar";1883;"Realism";"portrait";"('male-portraits', 'Standing', 'Sketch', 'Human')";"Vincent Van Gogh"
"two-white-butterflies-1889";"Two White Butterflies";1889;"Post-Impressionism";"landscape";"('flowers-and-plants', 'insects', 'butterflies', 'Vegetation', 'Plant', 'Terrestrial plant', 'Grass')";"Vincent Van Gogh"
"the-entrance-hall-of-saint-paul-hospital-1889";"The Entrance Hall of Saint-Paul Hospital";1889;"Post-Impressionism";"interior";"('hospitals-and-pharmacies', 'doors-and-windows', 'halls-and-corridors', 'Arch', 'Sketch', 'Building')";"Vincent Van Gogh"
"lane-with-poplars-near-nuenen-1885";"Lane with poplars near Nuenen";1885;"Realism";"landscape";"('autumn', 'gardens-and-parks', 'Tree', 'People in nature', 'Nature', 'Natural landscape', 'Leaf', 'Northern hardwood forest', 'Woody plant', 'Natural environment', 'Grove')";"Vincent Van Gogh"
"cottages-reminiscence-of-the-north-1890";"Cottages Reminiscence of the North";1890;"Post-Impressionism";"landscape";"('countryside', 'cottages-and-farmhouses', 'folk-architecture', 'Textile')";"Vincent Van Gogh"
"water-wheels-of-mill-at-gennep-1884";"Water Wheels of Mill at Gennep";1884;"Realism";"cityscape";"('instruments-and-mechanisms', 'mills-and-windmills')";"Vincent Van Gogh"
"hand-with-a-stick-and-four-people-sharing-a-meal-1885";"Hand with a Stick, and Four People Sharing a Meal";1885;"Realism";"sketch and study";"('mealtimes', 'parts-of-human-body', 'Sketch')";"Vincent Van Gogh"
"village-at-sunset-1884";"Village at sunset";1884;"Realism";"landscape";"('countryside', 'cottages-and-farmhouses', 'twilight-and-night', 'Atmospheric phenomenon', 'morning', 'Brown', 'Sky', 'Bank')";"Vincent Van Gogh"
"digger-1882-2";"Digger";1882;"Realism";;"('countryside', 'handwork', 'Lumberjack')";"Vincent Van Gogh"
"marguerite-gachet-at-the-piano-1890-1";"Marguerite Gachet at the Piano";1890;"Post-Impressionism";;"('Lady', 'Reading')";"Vincent Van Gogh"
"barn-owl-viewed-from-the-front-1887";"Barn Owl Viewed from the Front";1887;"Post-Impressionism";"animal painting";"('birds', 'owls', 'Bird', 'Owl', 'Sketch', 'Bird of prey', 'Barn owl', 'Beak')";"Vincent Van Gogh"
"sketch-of-a-donkey-1890";"Sketch of a Donkey";1890;"Post-Impressionism";"sketch and study";"('animals', 'donkeys', 'Sketch', 'Arm', 'Joint')";"Vincent Van Gogh"
"sien-with-child-on-her-lap-1882";"Sien with Child on her Lap";1882;"Realism";"sketch and study";"('mother-and-child', 'Interaction', 'Hug', 'Sketch')";"Vincent Van Gogh"
"two-peasant-women-digging-in-field-with-snow-1890";"Two Peasant Women Digging in Field with Snow";1890;"Post-Impressionism";;"('fields-and-plains', 'handwork', 'Tree')";"Vincent Van Gogh"
"portrait-of-vincent-van-gogh-the-artist-s-grandfather-1881";"Portrait of Vincent van Gogh, the Artist s Grandfather";1881;"Realism";"portrait";"('male-portraits', 'Gentleman')";"Vincent Van Gogh"
"chestnut-trees-in-blossom-1890";"Chestnut Trees in Blossom";1890;"Post-Impressionism";"cityscape";"('spring', 'streets-and-squares', 'forests-and-trees', 'Tree', 'Plant', 'Woody plant')";"Vincent Van Gogh"
"head-of-a-peasant-woman-with-dark-cap-1885";"Head of a Peasant Woman with Dark Cap";1885;"Realism";"portrait";"('female-portraits', 'Chin')";"Vincent Van Gogh"
"wheatfield-with-reaper-and-peasant-woman-binding-sheaves-1885";"Wheatfield with Reaper and Peasant Woman Binding Sheaves";1885;"Realism";"sketch and study";"('summer', 'fields-and-plains', 'harvesting', 'handwork', 'Sketch', 'Tree')";"Vincent Van Gogh"
"the-seine-with-the-pont-de-clichy-1887";"The Seine with the Pont de Clichy";1887;"Post-Impressionism";"sketch and study";"('rivers-and-waterfalls', 'Seine', 'Text', 'Handwriting', 'Font', 'Sketch')";"Vincent Van Gogh"
"italian-woman-agostina-segatori-1887";"Italian Woman (Agostina Segatori)";1887;"Neo-Impressionism";"portrait";"('female-portraits', 'Ciociaria')";"Vincent Van Gogh"
"sowers-1890";"Sowers";1890;"Post-Impressionism";"sketch and study";"('countryside', 'fields-and-plains', 'handwork', 'Sketch', 'Figure drawing')";"Vincent Van Gogh"
"rowing-boats-on-the-banks-of-the-oise-1890";"Rowing Boats on the Banks of the Oise";1890;"Post-Impressionism";;"('rivers-and-waterfalls', 'boats-and-ships', 'walking', 'Water')";"Vincent Van Gogh"
"gate-in-the-paris-ramparts-1887";"Gate in the Paris Ramparts";1887;"Post-Impressionism";"cityscape";"('streets-and-squares', 'Paris')";"Vincent Van Gogh"
"peasant-woman-head-1885";"Peasant Woman, Head";1885;"Realism";"sketch and study";"('female-portraits', 'Sketch')";"Vincent Van Gogh"
"landscape-with-cottages-and-a-mill-1885";"Landscape with Cottages and a Mill";1885;"Realism";"sketch and study";"('countryside', 'Tree', 'Natural landscape', 'Woody plant', 'Plant')";"Vincent Van Gogh"
"sunflowers-1888";"Sunflowers";1888;"Post-Impressionism";"flower painting";"('flowers-and-plants', 'Sunflower', 'Still life photography', 'Flower', 'Cut flowers', 'Plant', 'Flowerpot')";"Vincent Van Gogh"
"laboureur-dans-un-champ-1889";"Laboureur dans un Champ";1889;"Impressionism";"landscape";"('fields-and-plains', 'Geology', 'Geological phenomenon')";"Vincent Van Gogh"
"madame-roulin-rocking-the-cradle-a-lullaby-1889-1";"Madame Roulin Rocking the Cradle (A lullaby)";1889;"Post-Impressionism";"portrait";"('female-portraits')";"Vincent Van Gogh"
"rest-work-after-millet-1890";"Noon, rest from work (after Millet)";1890;"Post-Impressionism";;"('countryside', 'couples', 'harvesting', 'leisure-and-sleep', 'Geological phenomenon')";"Vincent Van Gogh"
"still-life-with-basket-of-apples-1887";"Still Life with Basket of Apples";1887;"Post-Impressionism";"still life";"('fruits-and-vegetables', 'Food')";"Vincent Van Gogh"
"the-smoker-peasant-1888";"The Smoker (Peasant)";1888;"Post-Impressionism";"portrait";"('male-portraits', 'Chin', 'Facial hair', 'Beard')";"Vincent Van Gogh"
"mountain-landscape-seen-across-the-walls-1889";"Mountain Landscape Seen across the Walls";1889;"Post-Impressionism";"sketch and study";"('mountains')";"Vincent Van Gogh"
"the-bookseller-blok-1882";"The Bookseller Blok";1882;"Realism";"portrait";"('male-portraits', 'Chin', 'Nose', 'Sketch', 'Forehead')";"Vincent Van Gogh"
"terrace-of-a-cafe-on-montmartre-la-guinguette-1886";"Terrace of a Cafe on Montmartre ""La Guinguette""";1886;"Post-Impressionism";"cityscape";"('Paris', 'cafes-and-restaurants', 'Tree')";"Vincent Van Gogh"
"peasant-chopping-1885-1";"Peasant, Chopping";1885;"Realism";"sketch and study";"('handwork', 'Sketch')";"Vincent Van Gogh"
"sketch-of-a-seated-woman-1888";"Sketch of a Seated Woman";1888;"Realism";"sketch and study";"('female-portraits', 'Sketch', 'Figure drawing', 'Standing', 'Arm', 'Leg', 'Human', 'Joint')";"Vincent Van Gogh"
"mountain-landscape-seen-across-the-walls-2-1889";"Mountain Landscape Seen across the Walls 2";1889;"Post-Impressionism";"sketch and study";"('mountains', 'Sketch')";"Vincent Van Gogh"
"peasant-woman-binding-a-sheaf-of-grain-1885";"Peasant Woman, Binding a Sheaf of Grain";1885;"Realism";"sketch and study";"('countryside', 'handwork', 'Sketch', 'Figure drawing')";"Vincent Van Gogh"
"landscape-with-cottages-1890";"Landscape with Cottages";1890;"Post-Impressionism";"sketch and study";"('roads-and-vehicles', 'countryside', 'handwork', 'Sketch')";"Vincent Van Gogh"
"fish-drying-barn-1882";"Fish-Drying Barn";1882;"Realism";"cityscape";"('cottages-and-farmhouses', 'factories-and-plants')";"Vincent Van Gogh"
"portrait-of-patience-escalier-shepherd-in-provence-1888";"Portrait of Patience Escalier, Shepherd in Provence";1888;"Post-Impressionism";"portrait";"('male-portraits')";"Vincent Van Gogh"
"cart-with-red-and-white-ox-1884";"Cart with Red and White Ox";1884;"Realism";"animal painting";"('animals', 'roads-and-vehicles', 'oxen', 'Vehicle', 'Wagon')";"Vincent Van Gogh"
"carpenter-seen-from-the-back-1882";"Carpenter, Seen from the Back";1882;"Realism";"sketch and study";"('male-portraits', 'Sketch', 'Standing')";"Vincent Van Gogh"
"the-gleize-bridge-over-the-vigneyret-canal-1888";"The Gleize Bridge over the Vigneyret Canal";1888;"Post-Impressionism";"landscape";"('handwork', 'Bank', 'Water', 'River', 'Sky')";"Vincent Van Gogh"
"sheet-with-sketches-of-a-digger-and-other-figures-1890";"Sheet with Sketches of a Digger and Other Figures";1890;"Post-Impressionism";"sketch and study";"('handwork', 'walking', 'Sketch', 'Fictional character')";"Vincent Van Gogh"
"the-reaper-1889";"The Reaper";1889;"Post-Impressionism";"landscape";"('summer', 'fields-and-plains', 'handwork', 'Grass family', 'Hay')";"Vincent Van Gogh"
"olive-trees-in-a-mountain-landscape-1889";"Olive Trees in a Mountain Landscape";1889;"Post-Impressionism";"sketch and study";"('gardens-and-parks', 'mountains', 'Sketch', 'Organism')";"Vincent Van Gogh"
"three-pairs-of-shoes-1886";"Three Pairs of Shoes";1886;"Post-Impressionism";"still life";"('clothing-and-textile')";"Vincent Van Gogh"
"village-street-and-steps-in-auvers-with-two-figures-1890";"Village Street and Steps in Auvers with Two Figures";1890;"Post-Impressionism";"cityscape";"('streets-and-squares', 'houses-and-buildings', 'walking')";"Vincent Van Gogh"
"congregation-leaving-the-reformed-church-in-nuenen-1884";"Congregation Leaving the Reformed Church in Nuenen";1884;"Realism";"cityscape";"('Chapel', 'Building', 'Church')";"Vincent Van Gogh"
"sheet-with-people-sitting-on-chairs-1890";"Sheet with People Sitting on Chairs";1890;"Post-Impressionism";"sketch and study";"('walking', 'leisure-and-sleep', 'Sketch')";"Vincent Van Gogh"
"weaver-1884-2";"Weaver";1884;"Realism";;"('arts-and-crafts', 'instruments-and-mechanisms', 'lamps-and-candles', 'Furniture')";"Vincent Van Gogh"
"thistles-along-the-roadside-1888";"Thistles Along the Roadside";1888;"Post-Impressionism";"sketch and study";"('flowers-and-plants', 'Botany', 'Pattern', 'Textile')";"Vincent Van Gogh"
"the-grounds-of-the-asylum-1889";"The Grounds of the Asylum";1889;"Post-Impressionism";"landscape";"('hospitals-and-pharmacies', 'gardens-and-parks', 'forests-and-trees', 'Tree', 'Vegetation', 'Woody plant', 'Plant', 'Biome', 'Botany', 'Organism')";"Vincent Van Gogh"
"interior-of-a-farm-with-figures-at-the-fireside-1890";"Interior of a Farm with Figures at the Fireside";1890;"Post-Impressionism";"sketch and study";"('family-portraits', 'cats', 'mother-and-child', 'mealtimes', 'fireplaces', 'Sketch')";"Vincent Van Gogh"
"peasant-girl-half-figure-2-1885";"Peasant Girl, Half-Figure";1885;"Realism";"sketch and study";"('female-portraits', 'Sketch', 'Hair', 'Hairstyle', 'Figure drawing', 'Arm')";"Vincent Van Gogh"
"snowy-landscape-with-stooping-woman";"Snowy Landscape with Stooping Woman";1889;"Post-Impressionism";"sketch and study";"('winter', 'handwork', 'Sketch')";"Vincent Van Gogh"
"the-roofs-of-paris-1886";"The Roofs of Paris";1886;"Post-Impressionism";"panorama";"('houses-and-buildings', 'Paris', 'Sky')";"Vincent Van Gogh"
"still-life-french-novels-and-rose";"Still Life - French Novels and Rose";1888;"Post-Impressionism";"still life";"('books-and-letters', 'flowers-and-plants', 'Brickwork', 'Brick')";"Vincent Van Gogh"
"the-houses-on-schenkweg-where-van-gogh-lived-1882";"The Houses on Schenkweg where Van Gogh Lived";1882;"Realism";"landscape";"('houses-and-buildings', 'fields-and-plains', 'margins-and-wastelands')";"Vincent Van Gogh"
"thistles-1888";"Thistles";1888;"Post-Impressionism";"landscape";"('flowers-and-plants', 'Botany', 'Plant', 'Pattern')";"Vincent Van Gogh"
"still-life-with-meadow-flowers-and-roses-1886";"Still life with meadow flowers and roses";1886;"Realism";"still life";"('Still life photography')";"Vincent Van Gogh"
"interior-of-a-restaurant-1887-1";"Interior of a Restaurant";1887;"Neo-Impressionism";"interior";"('furniture-and-decoration', 'taverns-and-inns', 'cafes-and-restaurants', 'Room', 'Furniture', 'Restaurant', 'Table', 'Dining room', 'Interior design')";"Vincent Van Gogh"
"girl-with-shawl-half-figure-1883";"Girl with Shawl, Half-Figure";1883;"Realism";"portrait";"('female-portraits', 'children portraits', 'Sketch', 'Nose', 'Forehead')";"Vincent Van Gogh"
"orchard-with-blossoming-plum-trees-1888";"Orchard with Blossoming Plum Trees";1888;"Post-Impressionism";"landscape";"('spring', 'gardens-and-parks', 'Tree', 'Woody plant', 'Plant', 'Natural landscape', 'Canoe birch', 'Branch')";"Vincent Van Gogh"
"a-pair-of-shoes-1888";"A Pair of Shoes";1888;"Post-Impressionism";"still life";"('clothing-and-textile', 'Footwear', 'Shoe')";"Vincent Van Gogh"
"two-hands";"Two Hands";1884;"Realism";"sketch and study";"('parts-of-human-body', 'Sketch', 'Hand', 'Arm', 'Leg')";"Vincent Van Gogh"
"a-man-and-a-woman-seen-from-the-back-1886";"A Man and a Woman Seen from the Back";1886;"Post-Impressionism";"sketch and study";"('couples', 'Sketch')";"Vincent Van Gogh"
"two-diggers-among-trees-1889";"Two Diggers Among Trees";1889;"Post-Impressionism";;"('handwork', 'Tree', 'Woody plant', 'Plant')";"Vincent Van Gogh"
"woman-with-kettle-by-the-fireplace-1885";"Woman with Kettle by the Fireplace";1885;"Realism";;"('domestic-settings')";"Vincent Van Gogh"
"orphan-man-with-umbrella-seen-from-the-back-1882";"Orphan Man with Umbrella, Seen from the Back";1882;"Realism";"portrait";"('male-portraits', 'Standing', 'Gentleman', 'Outerwear')";"Vincent Van Gogh"
"cottage-with-trees-1885-1";"Cottage with Trees";1885;"Realism";"landscape";"('countryside', 'cottages-and-farmhouses', 'folk-architecture', 'Sky', 'Tree', 'House', 'Tints and shades')";"Vincent Van Gogh"
"weaver-facing-left-1884";"Weaver Facing Left";1884;"Realism";"sketch and study";"('arts-and-crafts', 'instruments-and-mechanisms')";"Vincent Van Gogh"
"sunset-at-montmajour-1888";"Sunset at Montmajour";1888;"Impressionism";"landscape";"('Tree', 'Plant', 'Flower')";"Vincent Van Gogh"
"man-loading-a-cart-1885";"Man Loading a Cart";1885;"Realism";"sketch and study";"('animals', 'roads-and-vehicles', 'horses', 'Vehicle')";"Vincent Van Gogh"
"french-peasant-woman-suckling-her-baby-after-dalou";"French Peasant Woman Suckling Her Baby after Dalou";1881;"Realism";;"('mother-and-child', 'Classical sculpture', 'Statue')";"Vincent Van Gogh"
"the-plough-and-the-harrow-after-millet-1890";"The Plough and the Harrow (after Millet)";1890;"Post-Impressionism";"landscape";"('fields-and-plains', 'Grass')";"Vincent Van Gogh"
"skeleton";"Skeleton";1886;"Post-Impressionism";"sketch and study";"('animals', 'cats', 'skeletons-and-skulls', 'Sketch', 'Arm')";"Vincent Van Gogh"
"a-pair-of-shoes-1887-1";"A Pair of Shoes";1887;"Post-Impressionism";"still life";"('clothing-and-textile', 'Footwear', 'Shoe')";"Vincent Van Gogh"
"two-men-with-a-four-wheeled-wagon-1882";"Two Men with a Four-Wheeled Wagon";1882;"Realism";"sketch and study";"('roads-and-vehicles', 'Vehicle', 'Motor vehicle', 'Sketch', 'Mode of transport', 'Chariot')";"Vincent Van Gogh"
"the-walk-falling-leaves-1889";"The Walk - Falling Leaves";1889;"Post-Impressionism";"landscape";"('autumn', 'gardens-and-parks', 'walking', 'Tree', 'Woody plant', 'Trunk', 'Plant', 'Forest', 'Northern hardwood forest', 'Branch', 'Woodland')";"Vincent Van Gogh"
"montmartre-path-with-sunflowers-1887";"Montmartre Path with Sunflowers";1887;"Neo-Impressionism";"cityscape";"('flowers-and-plants', 'streets-and-squares', 'Paris')";"Vincent Van Gogh"
"behind-the-hedges-1884";"Behind the Hedges";1884;"Realism";;"('roads-and-vehicles', 'handwork', 'Tree', 'Woody plant', 'Plant', 'monochrome')";"Vincent Van Gogh"
"orphan-man-with-a-baby-in-his-arms-1883";"Orphan Man with a Baby in his Arms";1883;"Realism";;"('mother-and-child', 'Sketch')";"Vincent Van Gogh"
"garden-with-flowers-1888";"Garden with Flowers";1888;"Post-Impressionism";"sketch and study";"('gardens-and-parks', 'Grass family')";"Vincent Van Gogh"
"the-langlois-bridge-1888";"The Langlois Bridge";1888;"Japonism";"landscape";"('rivers-and-waterfalls', 'walking', 'Vehicle')";"Vincent Van Gogh"
"at-the-foot-of-the-mountains-1889";"At the Foot of the Mountains";1889;"Post-Impressionism";"landscape";"('cottages-and-farmhouses', 'mountains')";"Vincent Van Gogh"
